"Name","State","Notes","User","Tags","Created","Runtime","Sweep","device","epoches","n_parameters","output_dir","resume","task","train_samples","tuning","use_amp","use_ema","val_samples","best/bbox_AP","best/bbox_AP50","best/bbox_AP75","best/bbox_AP_large","best/bbox_AP_medium","best/bbox_AP_small","best/bbox_AR1","best/bbox_AR10","best/bbox_AR100","best/bbox_AR_large","best/bbox_AR_medium","best/bbox_AR_small","best/epoch","epoch","model/n_parameters","train/loss","train/loss_bbox","train/loss_bbox_aux_0","train/loss_bbox_aux_1","train/loss_bbox_aux_2","train/loss_bbox_dn_0","train/loss_bbox_dn_1","train/loss_bbox_dn_2","train/loss_bbox_dn_3","train/loss_bbox_enc_0","train/loss_giou","train/loss_giou_aux_0","train/loss_giou_aux_1","train/loss_giou_aux_2","train/loss_giou_dn_0","train/loss_giou_dn_1","train/loss_giou_dn_2","train/loss_giou_dn_3","train/loss_giou_enc_0","train/loss_vfl","train/loss_vfl_aux_0","train/loss_vfl_aux_1","train/loss_vfl_aux_2","train/loss_vfl_dn_0","train/loss_vfl_dn_1","train/loss_vfl_dn_2","train/loss_vfl_dn_3","train/loss_vfl_enc_0","train/lr","val/coco_eval_bbox_AP","val/coco_eval_bbox_AP50","val/coco_eval_bbox_AP75","val/coco_eval_bbox_AP_large","val/coco_eval_bbox_AP_medium","val/coco_eval_bbox_AP_small","val/coco_eval_bbox_AR1","val/coco_eval_bbox_AR10","val/coco_eval_bbox_AR100","val/coco_eval_bbox_AR_large","val/coco_eval_bbox_AR_medium","val/coco_eval_bbox_AR_small","time_limit_reached","time_limit_seconds","train/loss_bbox_aux_3","train/loss_giou_aux_3","train/loss_vfl_aux_3","training/epochs_completed","training/time_limit_reached","training/time_seconds"
"rtdetrv2_r34vd_lumafusion_coeffY16_Cb0_Cr0_120e_coco_20260107-111353_epoch0028","finished","-","","","2026-01-07T10:12:48.000Z","171955","","cuda","120","31442820","/dlocal/run/1588486/pytorchv2-rt-detr/output/detr_compressed34/rtdetrv2_r34vd_lumafusion_coeffY16_Cb0_Cr0_120e_coco_20260107-111353_epoch0028","true","detection","118287","false","true","true","5000","0.3437011071121945","0.4957236964034801","0.3637131579453798","0.57952408163336","0.3593981095963943","0.1201644190704984","0.29871572463207197","0.490260243047695","0.5541175157030773","0.8329705667033275","0.6106380234166744","0.2684774025074138","51","52","31442820","13.953706925436531","0.2226333782979936","0.23287508410333105","0.2267008388094459","0.22375141332748455","0.32607731152551644","0.24829134371966224","0.22710909180895497","0.22325957658624043","0.2637082001464482","0.6797018065701896","0.6960026220422545","0.68655305075181","0.6818851271434586","0.7366779185105841","0.6066835135205354","0.578862858569306","0.5742139679932105","0.7415371125209189","0.7903192032983293","0.8457384646196902","0.8153243952499324","0.7985845128179112","0.45847502208891366","0.42049619336148875","0.4077035482827719","0.40286145891462055","0.8376799083891369","0.000010000000000000546","0.34357118856213775","0.49577185783252553","0.3629687304419925","0.5780225211753718","0.35908759423074027","0.11941937952162616","0.29694113588574644","0.491475816357208","0.5546578851862622","0.832440133996924","0.6124474893690816","0.2703340572819706","0","82800","","","","53","true","82819.10576701164"
"rtdetrv2_r34vd_lumafusion_coeffY16_Cb32_Cr32_120e_coco_20260107-111354_epoch0030","finished","-","","","2026-01-07T10:12:48.000Z","171921","","cuda","120","31451204","/dlocal/run/1588492/pytorchv2-rt-detr/output/detr_compressed34/rtdetrv2_r34vd_lumafusion_coeffY16_Cb32_Cr32_120e_coco_20260107-111354_epoch0030","true","detection","118287","false","true","true","5000","0.39514794388230307","0.5562346123236696","0.4212097276517553","0.6072095350892797","0.42763413755813334","0.17809708010591618","0.3272860270086923","0.5453317867232269","0.6107301079462549","0.8510156351083612","0.6747826619426905","0.3563294575127211","56","57","31451204","13.172131917051784","0.1966990304702073","0.2075552018822907","0.20069209517738257","0.197629310864412","0.30374284796142437","0.229220142580887","0.20876812531732145","0.20546320263345744","0.23971648011274296","0.6177341344254709","0.6354241840859576","0.6246249489058275","0.6193461535495757","0.6881806415907589","0.5630656865541994","0.5376261489753871","0.5334945311909747","0.6846127051799743","0.7705417908344072","0.8341936383928571","0.8017149890118741","0.7827445433311856","0.4587216092139175","0.4119480048784978","0.39786317625874446","0.3925417735755707","0.8282668101067747","0.000010000000000000938","0.39514794388230307","0.5562346123236696","0.4212097276517553","0.6072095350892797","0.42763413755813334","0.17809708010591618","0.3272860270086923","0.5453317867232269","0.6107301079462549","0.8510156351083612","0.6747826619426905","0.3563294575127211","1","82800","","","","58","true","82802.57491016388"
"rtdetrv2_r34vd_lumafusion_coeffY32_Cb64_Cr64_120e_coco_20260107-111353_epoch0028","finished","-","","","2026-01-07T10:12:48.000Z","248886","","cuda","120","31454276","/dlocal/run/1588499/pytorchv2-rt-detr/output/detr_compressed34/rtdetrv2_r34vd_lumafusion_coeffY32_Cb64_Cr64_120e_coco_20260107-111353_epoch0028","true","detection","118287","false","true","true","5000","0.3979392168976063","0.5607101998468719","0.4238986427595998","0.6169465243726339","0.42697324333486625","0.17627649922167443","0.3317991330620238","0.5480322949826468","0.6119509378894038","0.850111483881949","0.6713847536030702","0.35133409065330384","54","55","31454276","13.07545906676583","0.19473867323180624","0.2051718018537709","0.19830641310326855","0.195187419959932","0.3027293099003216","0.22949775381161552","0.2075559151728104","0.20528853284373447","0.2370100453575126","0.6098324061927062","0.6265219728161551","0.6162819197269793","0.6110101647803351","0.6832767731802256","0.5624159660898467","0.5328434827140462","0.5301723430817894","0.67765401131804","0.7643840598845163","0.8290295738270562","0.7966187171807098","0.7778862192303436","0.459272251101521","0.4109243518504546","0.39770130579279334","0.3926533751684975","0.8214943009491188","0.000010000000000001344","0.3979392168976063","0.5607101998468719","0.4238986427595998","0.6169465243726339","0.42697324333486625","0.17627649922167443","0.3317991330620238","0.5480322949826468","0.6119509378894038","0.850111483881949","0.6713847536030702","0.35133409065330384","1","82800","","","","56","true","82802.61052060127"
"rtdetrv2_r34vd_lumafusion_coeffY48_Cb64_Cr64_120e_coco_20260107-111353_epoch0027","finished","-","","","2026-01-07T10:12:48.000Z","248886","","cuda","120","31455300","/dlocal/run/1588500/pytorchv2-rt-detr/output/detr_compressed34/rtdetrv2_r34vd_lumafusion_coeffY48_Cb64_Cr64_120e_coco_20260107-111353_epoch0027","true","detection","118287","false","true","true","5000","0.3983383683897382","0.5613673586582127","0.4267425164183089","0.6120850854689318","0.4300287891959892","0.17546456813319744","0.331761495625018","0.549150255103414","0.6141153641802859","0.8536438085847451","0.6743636868431101","0.35231979161262544","54","55","31455300","13.078229965884374","0.19494193371521795","0.20527488019878756","0.1989117963523503","0.19605119684255548","0.30301940667149424","0.2286042922841768","0.20528904037449175","0.2015578991019117","0.23679280480446327","0.6103541217768864","0.6278731107751014","0.6177631692389277","0.6127757026839868","0.6846245387897965","0.566122898114933","0.527000509086448","0.5213924497104471","0.6779090635973677","0.7684265926601228","0.8313173033422899","0.7975960154364993","0.7778252837793376","0.45944325655639945","0.411376256957392","0.3990601415983494","0.393384340641451","0.8235419679822877","0.00001000000000000072","0.3983383683897382","0.5613673586582127","0.4267425164183089","0.6120850854689318","0.4300287891959892","0.17546456813319744","0.331761495625018","0.549150255103414","0.6141153641802859","0.8536438085847451","0.6743636868431101","0.35231979161262544","1","82800","","","","56","true","82802.46182370186"
"rtdetrv2_r34vd_lumafusion_coeffY16_Cb48_Cr48_120e_coco_20260107-111354_epoch0029","finished","-","","","2026-01-07T10:12:47.000Z","218849","","cuda","120","31452228","/dlocal/run/1588495/pytorchv2-rt-detr/output/detr_compressed34/rtdetrv2_r34vd_lumafusion_coeffY16_Cb48_Cr48_120e_coco_20260107-111354_epoch0029","true","detection","118287","false","true","true","5000","0.3951652147211308","0.556410758065533","0.4226954799019171","0.6070893665278301","0.4236499358054037","0.17212568013361215","0.32897407812044976","0.5453795937685149","0.6103077883349173","0.8484820350101936","0.6711699853620198","0.35637940066416873","54","55","31452228","13.157384507135845","0.19642795280815104","0.20838124292143848","0.20114826915121903","0.1977275724477446","0.3052421305533294","0.2296089071961737","0.20802926000798327","0.2042606654496545","0.2393133854800528","0.6133028005412086","0.6318378391875952","0.6208169721827215","0.6154846027376514","0.6883037177790278","0.5668995760299347","0.5309559009513076","0.5256496434402615","0.6812471296854633","0.7750418526785714","0.8354660824666404","0.8031452364599686","0.7862669557005495","0.45829219608516486","0.41240755617150704","0.3988456785959576","0.393299815418956","0.8299815418956044","0.000009999999999999857","0.3951652147211308","0.556410758065533","0.4226954799019171","0.6070893665278301","0.4236499358054037","0.17212568013361215","0.32897407812044976","0.5453795937685149","0.6103077883349173","0.8484820350101936","0.6711699853620198","0.35637940066416873","1","82800","","","","56","true","82802.42520999908"
"rtdetrv2_r34vd_lumafusion_coeffY48_Cb48_Cr48_120e_coco_20260107-111354_epoch0028","finished","-","","","2026-01-07T10:12:47.000Z","248861","","cuda","120","31454276","/dlocal/run/1588497/pytorchv2-rt-detr/output/detr_compressed34/rtdetrv2_r34vd_lumafusion_coeffY48_Cb48_Cr48_120e_coco_20260107-111354_epoch0028","true","detection","118287","false","true","true","5000","0.3976450487897112","0.5595949844082397","0.4242465564481944","0.6128025309830151","0.4271468360840122","0.1768979473814904","0.3281513335159905","0.5478977799478281","0.6122104466732113","0.8476640807749334","0.6703052038735976","0.3553049039981673","52","53","31454276","13.153868139305445","0.19597165444033807","0.20605576599193923","0.19970017348332947","0.19662389352337944","0.3065237679897193","0.22939539445773496","0.21050765981591743","0.20805565990207003","0.2376985080862251","0.6127389727541452","0.629298686964024","0.6193717140822487","0.6143274183854761","0.687737517037378","0.5647758853366808","0.5377833175727889","0.5351334884032736","0.6797830089583177","0.7705731042867435","0.8367160764139049","0.8019017288251982","0.7828336776161744","0.4595440691417507","0.41242352136617433","0.3986289780146794","0.3937483114193084","0.8260161737887248","0.000010000000000000834","0.3976450487897112","0.5595949844082397","0.4242465564481944","0.6128025309830151","0.4271468360840122","0.1768979473814904","0.3281513335159905","0.5478977799478281","0.6122104466732113","0.8476640807749334","0.6703052038735976","0.3553049039981673","1","82800","","","","54","true","82802.39852976799"
"rtdetrv2_r34vd_lumafusion_coeffY32_Cb48_Cr48_120e_coco_20260107-111354_epoch0028","finished","-","","","2026-01-07T10:12:47.000Z","248862","","cuda","120","31453252","/dlocal/run/1588496/pytorchv2-rt-detr/output/detr_compressed34/rtdetrv2_r34vd_lumafusion_coeffY32_Cb48_Cr48_120e_coco_20260107-111354_epoch0028","true","detection","118287","false","true","true","5000","0.3996391379545994","0.5623086234796026","0.4282478246375128","0.6126521886738107","0.4264110277643147","0.18475599986232355","0.331033780213455","0.548666495718366","0.6136782648933915","0.8476534307438923","0.6707930801866766","0.3689605528969389","52","54","31453252","13.166875685557454","0.19781910584125212","0.20864144963158276","0.20181620897846012","0.1990334953856666","0.3076678540490419","0.22958296114376325","0.2108980728243398","0.2076478486545547","0.24067291392531992","0.6128865128345806","0.630499278900392","0.6199537175332901","0.6152914357201348","0.6862763800834923","0.5622868653929913","0.5371650959488126","0.5327820872414816","0.6804321655074542","0.7713489132587762","0.8377653407446063","0.8041717216830204","0.7816134136168332","0.4601773429881765","0.41198010307471966","0.3988473967538701","0.3938396571032423","0.8257783455479034","0.00001000000000000046","0.39850544702736","0.5607484127982542","0.4275240581931678","0.6141404231495706","0.42538702954249846","0.18479588559086332","0.3291824384773188","0.5482571779874706","0.6140127211133846","0.8470784240130544","0.6715410618990143","0.3687044758165216","1","82800","","","","55","true","82802.52461457253"
"rtdetrv2_r34vd_lumafusion_coeffY32_Cb32_Cr32_120e_coco_20260107-111354_epoch0028","finished","-","","","2026-01-07T10:12:47.000Z","171922","","cuda","120","31452228","/dlocal/run/1588493/pytorchv2-rt-detr/output/detr_compressed34/rtdetrv2_r34vd_lumafusion_coeffY32_Cb32_Cr32_120e_coco_20260107-111354_epoch0028","true","detection","118287","false","true","true","5000","0.3999215367316365","0.5630430204745153","0.4268656239727108","0.6105098092068113","0.4329973453028924","0.1809100264955868","0.3306952422037861","0.5490126044708602","0.6152616173372196","0.850985647351761","0.678599819359427","0.35269592062433214","54","55","31452228","13.120289674323503","0.1956367130312228","0.2051044078497631","0.1993268021300243","0.1966179903359117","0.30312936470714935","0.22710974433259049","0.2052217857142388","0.20221736865702103","0.23786863581768783","0.6165297252434018","0.633279208572619","0.6231779834501098","0.6186901673128158","0.6874807933336207","0.5656529552951519","0.5319145939257187","0.5274731863596512","0.6833660555409645","0.764795954250289","0.8337091824620085","0.7967290156817807","0.77580446231314","0.45964743416026593","0.4118102281291295","0.39840846444499506","0.3932027120498844","0.8263847217490502","0.000009999999999999648","0.3999215367316365","0.5630430204745153","0.4268656239727108","0.6105098092068113","0.4329973453028924","0.1809100264955868","0.3306952422037861","0.5490126044708602","0.6152616173372196","0.850985647351761","0.678599819359427","0.35269592062433214","1","82800","","","","56","true","82802.36249303818"
"rtdetrv2_r34vd_lumafusion_coeffY64_Cb0_Cr0_120e_coco_20260107-110301_epoch0074","finished","-","","","2026-01-07T10:03:25.000Z","260217","","cuda","120","31445892","/dlocal/run/1590192/pytorchv2-rt-detr/output/detr_compressed34/rtdetrv2_r34vd_lumafusion_coeffY64_Cb0_Cr0_120e_coco_20260107-110301_epoch0074","true","detection","118287","false","true","true","5000","0.3681803817395308","0.5316951824550159","0.3873563261455836","0.5982239135692153","0.3901152590529709","0.13967601300637322","0.31077278190665986","0.5134422043143713","0.5739269986839967","0.8353552161229542","0.6272126498050179","0.30249010690828704","73","115","31445892","10.73657035248576","0.16290622625929435","0.18092135093150744","0.17040434951044697","0.16359573499169297","0.5204006276754518","0.17783494353164084","0.15711717202612852","0.15491596436239008","0.20112016832412563","0.46828969051443775","0.48678199662175514","0.4766664891093583","0.4694594516071438","0.6251419556949654","0.42603456503301473","0.400851854847001","0.3984017565706504","0.5205211158277264","0.5563609464180902","0.6850425048195636","0.5946336261966686","0.5702614265402364","0.4342700780364516","0.376868411049324","0.35843065489141435","0.3539798321501579","0.6453574778502469","0.000010000000000001334","0.32994094357001985","0.48921724981869025","0.34126167194003904","0.5481298389186526","0.34512288372632366","0.11349378799816602","0.29020574875848887","0.4679248309312938","0.5276311583835999","0.7848271575555101","0.5622339061650372","0.2656144898316495","1","82800","","","","116","true","82801.57538723946"
"rtdetrv2_r34vd_lumafusion_coeffY64_Cb16_Cr16_120e_coco_20260107-110302_epoch0075","finished","-","","","2026-01-07T10:03:25.000Z","260218","","cuda","120","31453252","/dlocal/run/1590191/pytorchv2-rt-detr/output/detr_compressed34/rtdetrv2_r34vd_lumafusion_coeffY64_Cb16_Cr16_120e_coco_20260107-110302_epoch0075","true","detection","118287","false","true","true","5000","0.4035656518382291","0.5669845340930288","0.4279128419062548","0.6189010487882844","0.4311645864078565","0.18564457036060583","0.3330474021859834","0.5525143598445965","0.6162287453100929","0.8512123884349936","0.6705106573420138","0.382545269803896","75","119","31453252","9.543340970756493","0.141681385698435","0.15171837278737513","0.14532929282066953","0.14258996660723672","0.22500347902198825","0.1555967770376036","0.13930763056567871","0.1366767734254819","0.17978583452832375","0.4160870508616726","0.4300938033120541","0.4229960496481139","0.41800027468777184","0.4909707451949421","0.38796184859472577","0.36524534964682376","0.3615874525875801","0.4715212006731592","0.5289765318839327","0.6122065359900876","0.5826370429201245","0.54224195607855","0.424570902309532","0.35936419432918393","0.34368752971559474","0.3392887212208967","0.6282142368314891","0.00000999999999999967","0.36438240012748735","0.5253734291833586","0.3806174805943536","0.564558586759984","0.3876364763817285","0.15732590565280896","0.311785230067167","0.5109553283906131","0.5724779724200484","0.809725957287599","0.6114184489351138","0.32393860878488484","1","82800","","","","120","true","82801.94842457771"
"rtdetrv2_r34vd_lumafusion_coeffY64_Cb32_Cr32_120e_coco_20260107-110302_epoch0073","finished","-","","","2026-01-07T10:03:25.000Z","260217","","cuda","120","31454276","/dlocal/run/1590190/pytorchv2-rt-detr/output/detr_compressed34/rtdetrv2_r34vd_lumafusion_coeffY64_Cb32_Cr32_120e_coco_20260107-110302_epoch0073","true","detection","118287","false","true","true","5000","0.4092820746901592","0.5769341034333606","0.4347387425926262","0.6262176782910758","0.4413148372511216","0.1864623150055094","0.33391071694829","0.5523131924262039","0.616858588838141","0.8489819533890511","0.6754149032211457","0.3664044480130908","73","115","31454276","9.37246456868212","0.14065484569884593","0.1484774584125535","0.14323303926552475","0.141150565579656","0.21957995511477751","0.15191043345607433","0.13752632547484736","0.1354536848698039","0.17677251286717227","0.4129422497826283","0.42466418679908546","0.4174786372451295","0.41406161735542646","0.48345118810908055","0.3818473937645765","0.36197310036809094","0.35924131514180996","0.4672466216810013","0.5140192452730707","0.5901050119892532","0.548786288695716","0.5277356071651261","0.4219959241123826","0.357553974563527","0.3425441974765258","0.3382190829711341","0.6138400941947256","0.000009999999999999931","0.3657118382138155","0.5300301457168369","0.3814319589114525","0.5644243523880698","0.39062895022597544","0.15469652298360267","0.3105199210218106","0.5117972767376574","0.573550741804347","0.8107086050591118","0.6086104107191123","0.3269215939293025","1","82800","","","","116","true","82801.47768330574"
"rtdetrv2_r34vd_lumafusion_coeffY64_Cb48_Cr48_120e_coco_20260107-110301_epoch0072","finished","-","","","2026-01-07T10:03:25.000Z","260217","","cuda","120","31455300","/dlocal/run/1590189/pytorchv2-rt-detr/output/detr_compressed34/rtdetrv2_r34vd_lumafusion_coeffY64_Cb48_Cr48_120e_coco_20260107-110301_epoch0072","true","detection","118287","false","true","true","5000","0.4074205360250115","0.5744482129910715","0.43176177687842576","0.6186756020911073","0.4385758645587052","0.188847214669353","0.33700328024879467","0.5564203919542237","0.6199353312198533","0.8518838564808751","0.678346834749224","0.37083050908619825","73","114","31455300","9.346130671850252","0.14100982245786095","0.1501381389874656","0.14398661236056184","0.14190529945006028","0.22166365789652637","0.15235170219108546","0.1374078024289633","0.13514472541795655","0.1783740860638557","0.4106454428462184","0.42453129144800544","0.4161331001804034","0.4122851634351649","0.4823164224432825","0.37985168598826047","0.3566105854985988","0.3533693924726063","0.4646251417294876","0.5150950793191874","0.5837861948788214","0.5482569577131939","0.527729307559835","0.4210830651649235","0.3576691582235519","0.3423191355968423","0.33779006184633953","0.610051640750704","0.000009999999999999728","0.3660266110353505","0.5296729764311858","0.38216512174971046","0.568432818519872","0.38531600008748274","0.16235674010522388","0.3149186659676952","0.508639316982379","0.5682834631210918","0.8105756769390081","0.6031888826149457","0.3281814489634388","1","82800","","","","115","true","82801.5396387577"
"rtdetrv2_r34vd_lumafusion_coeffY64_Cb64_Cr64_120e_coco_20260107-110302_epoch0070","finished","-","","","2026-01-07T10:03:25.000Z","260217","","cuda","120","31456324","/dlocal/run/1590188/pytorchv2-rt-detr/output/detr_compressed34/rtdetrv2_r34vd_lumafusion_coeffY64_Cb64_Cr64_120e_coco_20260107-110302_epoch0070","true","detection","118287","false","true","true","5000","0.4072612219956347","0.5735186915356092","0.43177727149663153","0.6234261975118133","0.4374835355633371","0.18717873125159215","0.33381850214664005","0.5559981365947786","0.6185738458920699","0.8484111652199391","0.6731446835709459","0.3725388808478937","73","111","31456324","10.329723754230116","0.1477358520568102","0.17806129278807156","0.1618379717072633","0.14890362934631454","0.4970300446274561","0.17269198771102323","0.14822539915728716","0.14514321426312868","0.1856198868255868","0.42358952211607503","0.4590126882945949","0.4416916570090392","0.4254522051667484","0.5921804949502841","0.4046068311783717","0.3729911333211816","0.36915233712271034","0.47969928388987376","0.5434803577665079","0.7341225202414213","0.598078394619176","0.5593142972562175","0.43476841495897606","0.3692868480565284","0.3501466534634228","0.3452331360430112","0.641667699130824","0.00001000000000000127","0.3686269623295261","0.5345320636844993","0.38658212090774774","0.5672860148444643","0.3896931491876386","0.1590609450437304","0.31272256797205394","0.5153405002383826","0.5762074614192834","0.8024450075339766","0.6145755248560021","0.333873552703077","1","82800","","","","112","true","82801.4289200306"
